1,260,268
1,264,267
1,263,266
1,267,261
1,265,265
1,267,269
1,263,260
1,266,261
1,270,261
1,260,266
1,269,269
1,264,265
1,268,260
1,261,264
1,262,264
1,261,266
1,267,266
1,268,267
1,262,266
1,262,268
1,266,264
1,264,262
1,263,262
1,269,266
1,265,267
1,262,263
1,268,270
1,268,264
1,262,267
1,268,266
1,270,263
1,260,263
1,264,269
1,264,268
1,263,266
1,267,260
1,260,261
1,263,260
1,263,265
1,264,269
1,265,260
1,270,269
1,267,263
1,260,270
1,260,263
1,260,265
1,263,267
1,268,263
1,261,262
1,263,265
1,267,264
1,266,265
1,265,264
1,264,269
1,263,265
1,263,262
1,260,260
1,263,264
1,260,264
1,263,266
1,269,260
1,262,261
1,265,267
1,264,262
1,270,270
1,269,260
1,267,260
1,264,270
1,266,270
1,268,260
1,265,268
1,265,268
1,262,266
1,269,262
1,261,260
1,264,268
1,267,266
1,266,262
1,268,263
1,264,267
1,267,267
1,260,269
1,260,264
1,261,270
1,263,264
1,269,270
1,267,262
1,266,260
1,267,266
1,263,266
1,264,265
1,262,263
1,268,260
1,265,267
1,262,270
1,266,266
1,264,263
1,266,261
1,262,265
1,260,269
1,270,269
1,265,262
1,270,267
1,269,262
1,265,270
1,261,268
1,260,266
1,261,270
1,262,262
1,263,267
1,269,260
1,263,264
1,265,264
1,267,264
1,266,261
1,270,269
1,270,261
1,268,260
1,261,268
1,263,264
1,270,260
1,262,263
1,260,262
1,267,267
1,262,268
1,269,261
1,261,260
1,270,265
1,265,261
1,267,262
1,265,267
1,267,267
1,262,262
1,264,268
1,260,262
1,264,264
1,261,261
1,270,265
1,262,269
1,267,261
1,269,260
1,265,267
1,268,260
1,264,265
1,261,268
1,260,262
1,270,269
1,270,269
1,263,269
1,263,266
1,269,270
1,269,262
1,262,268
1,270,267
1,263,261
1,260,261
1,270,270
1,262,268
1,269,267
1,270,266
1,268,263
1,270,270
1,267,269
1,267,262
1,265,261
1,264,261
1,269,267
1,266,261
1,264,267
1,262,263
1,262,265
1,267,262
1,270,270
1,269,265
1,269,264
1,261,261
1,265,261
1,262,270
1,261,263
1,265,261
1,270,264
1,261,264
1,268,266
1,269,267
1,269,269
1,260,262
1,261,263
1,270,266
1,260,260
1,260,263
1,262,270
1,267,262
1,261,268
1,266,260
1,262,270
1,268,263
1,269,270
1,261,264
1,266,261
1,270,263
